sample_id,pH,TDS,temperature,turbidity,sugar_pct,citric_acid_pct,ascorbic_acid_pct,notes
LIT0033,5.79,3209.0,18.2,8.0,5.7037,0.0001,0.0007,Literature_Brix_TDS_t3.5h
LIT0034,5.87,3204.2,21.5,14.8,5.3296,0.0023,0.0036,Literature_Brix_TDS_t4.2h
LIT0035,5.76,4627.2,24.0,20.4,15.8777,0.0002,0.0018,Literature_Brix_TDS_t20.4h
LIT0036,5.73,3514.2,28.9,9.2,8.7532,0.0038,0.0037,Literature_Brix_TDS_t12.6h
LIT0037,5.61,5672.3,26.9,19.4,17.5285,0.0024,0.0023,Literature_Brix_TDS_t23.5h
LIT0038,5.65,4660.6,19.7,17.4,14.9653,0.0022,0.002,Literature_Brix_TDS_t20.6h
LIT0039,5.77,3233.9,21.3,9.6,5.1609,0.0013,0.0038,Literature_Brix_TDS_t5.6h
LIT0040,5.65,5288.8,27.9,21.1,17.3515,0.0036,0.0024,Literature_Brix_TDS_t22.0h
LIT0041,5.62,3817.5,25.7,16.3,9.5534,0.0028,0.0008,Literature_Brix_TDS_t15.2h
LIT0042,5.66,3859.4,29.4,15.7,12.2044,0.0027,0.0032,Literature_Brix_TDS_t17.4h
LIT0043,5.58,4343.4,17.3,19.6,13.884,0.0025,0.0025,Literature_Brix_TDS_t19.1h
LIT0044,5.76,3267.8,22.9,8.0,8.4943,0.0042,0.0009,Literature_Brix_TDS_t11.2h
LIT0045,5.87,3209.1,26.8,16.2,5.8679,0.0015,0.0036,Literature_Brix_TDS_t2.8h
LIT0046,5.65,4099.0,18.2,19.6,13.2582,0.0042,0.002,Literature_Brix_TDS_t18.3h
LIT0047,5.7,3070.8,26.9,18.4,7.4183,0.0017,0.004,Literature_Brix_TDS_t9.2h
LIT0048,5.81,4081.1,24.9,9.7,11.9807,0.0026,0.0029,Literature_Brix_TDS_t17.2h
LIT0049,5.77,3004.0,22.4,8.9,5.4953,0.0014,0.0037,Literature_Brix_TDS_t0.3h
LIT0050,5.66,4004.2,20.0,20.1,13.2882,0.0005,0.004,Literature_Brix_TDS_t18.8h
LIT0051,5.7,3888.3,16.4,14.5,10.0425,0.0006,0.0032,Literature_Brix_TDS_t16.0h
LIT0052,5.78,3203.1,16.1,16.9,5.4568,0.0027,0.0033,Literature_Brix_TDS_t4.8h
LIT0053,5.84,3047.0,29.0,14.7,4.8989,0.0031,0.0034,Literature_Brix_TDS_t5.7h
LIT0054,5.85,3350.4,27.9,9.9,4.8511,0.0033,0.0012,Literature_Brix_TDS_t1.0h
LIT0055,5.7,3325.3,16.8,10.0,6.0935,0.0002,0.0036,Literature_Brix_TDS_t6.5h
LIT0056,5.64,3907.6,29.7,15.1,11.741,0.0035,0.0027,Literature_Brix_TDS_t17.0h
LIT0057,5.69,3675.7,24.1,20.8,9.5612,0.0029,0.0038,Literature_Brix_TDS_t13.7h
LIT0058,5.93,3197.3,17.7,13.5,5.3994,0.0013,0.0016,Literature_Brix_TDS_t3.6h
LIT0059,5.76,3210.4,21.7,9.1,7.8188,0.0026,0.0016,Literature_Brix_TDS_t10.3h
LIT0060,5.91,3421.6,24.0,13.7,5.0056,0.0032,0.0028,Literature_Brix_TDS_t0.9h
LIT0061,5.75,3716.6,22.0,17.2,10.1313,0.0016,0.0023,Literature_Brix_TDS_t15.7h
LIT0062,5.66,4163.9,23.3,14.8,12.3433,0.0014,0.0034,Literature_Brix_TDS_t17.7h
LIT0063,5.79,3372.8,16.8,14.8,9.1089,0.0015,0.0011,Literature_Brix_TDS_t11.9h
LIT0064,5.65,3065.6,28.0,20.0,5.3007,0.0007,0.0026,Literature_Brix_TDS_t7.5h
LIT0065,5.97,3098.9,26.8,10.7,4.5,0.0031,0.003,Literature_Brix_TDS_t2.9h
LIT0066,5.8,3155.1,23.4,17.8,7.016,0.0007,0.0034,Literature_Brix_TDS_t9.3h
LIT0067,5.68,5608.7,18.0,25.5,17.4974,0.0018,0.0008,Literature_Brix_TDS_t23.7h
LIT0068,5.64,4360.2,18.5,16.2,13.0163,0.0002,0.0013,Literature_Brix_TDS_t18.1h
LIT0069,5.63,3250.1,17.2,8.0,5.6876,0.0038,0.0027,Literature_Brix_TDS_t7.0h
LIT0070,5.7,3728.3,21.1,20.0,9.8062,0.0015,0.0035,Literature_Brix_TDS_t15.6h
LIT0071,5.72,3523.3,28.7,12.8,8.7901,0.0038,0.0017,Literature_Brix_TDS_t11.6h
LIT0072,5.72,3191.9,28.8,16.2,8.7989,0.0008,0.0017,Literature_Brix_TDS_t12.0h
LIT0073,5.84,3064.2,20.3,8.0,5.5189,0.0,0.0015,Literature_Brix_TDS_t4.6h
LIT0074,5.75,3778.2,22.7,16.6,11.2665,0.0041,0.003,Literature_Brix_TDS_t16.9h
LIT0075,5.65,5384.4,26.3,15.0,17.3453,0.0025,0.0028,Literature_Brix_TDS_t23.1h
LIT0076,5.72,5594.4,26.5,18.1,17.1194,0.0006,0.0006,Literature_Brix_TDS_t23.3h
LIT0077,5.67,4362.4,29.7,20.3,13.4701,0.0036,0.0008,Literature_Brix_TDS_t18.7h
LIT0078,5.76,3531.3,16.5,9.7,9.11,0.0002,0.0009,Literature_Brix_TDS_t13.3h
LIT0079,5.63,3889.8,26.4,20.3,9.7868,0.0002,0.0013,Literature_Brix_TDS_t16.2h
LIT0080,5.71,3669.5,25.5,18.9,9.5772,0.0018,0.0036,Literature_Brix_TDS_t14.9h
LIT0081,5.78,3531.2,27.9,15.8,9.799,0.0027,0.0019,Literature_Brix_TDS_t16.1h
LIT0082,5.82,2983.9,20.8,8.2,5.758,0.0036,0.004,Literature_Brix_TDS_t6.6h
LIT0083,5.81,3094.1,30.0,9.3,5.771,0.0027,0.0019,Literature_Brix_TDS_t7.1h
LIT0084,5.72,5118.4,16.9,21.7,17.3762,0.0001,0.0021,Literature_Brix_TDS_t22.0h
LIT0085,5.59,3664.8,26.5,13.5,10.2316,0.0013,0.0036,Literature_Brix_TDS_t15.2h
LIT0086,5.76,3187.3,26.4,17.0,5.1398,0.0029,0.0015,Literature_Brix_TDS_t5.6h
LIT0087,5.93,3169.5,23.9,15.5,6.0166,0.0035,0.002,Literature_Brix_TDS_t5.8h
LIT0088,5.7,3209.0,18.6,19.0,9.0107,0.0005,0.0028,Literature_Brix_TDS_t11.4h
LIT0089,5.67,5422.2,29.4,16.3,17.4402,0.0002,0.0014,Literature_Brix_TDS_t22.9h
LIT0090,5.9,3156.2,16.7,8.4,4.8763,0.0017,0.0007,Literature_Brix_TDS_t1.6h
LIT0091,5.66,3999.4,21.8,17.5,10.7216,0.0005,0.0035,Literature_Brix_TDS_t16.8h
LIT0092,5.76,3053.7,22.0,10.6,4.93,0.0038,0.0014,Literature_Brix_TDS_t0.0h
LIT0093,5.71,2923.7,19.2,15.7,5.1692,0.0042,0.0007,Literature_Brix_TDS_t7.7h
LIT0094,5.77,3259.9,17.9,16.8,8.4506,0.0,0.0012,Literature_Brix_TDS_t11.1h
LIT0095,5.9,2920.9,24.0,8.2,4.5269,0.0038,0.0005,Literature_Brix_TDS_t0.8h
LIT0096,5.61,4718.2,28.0,18.9,16.4297,0.0041,0.0021,Literature_Brix_TDS_t20.5h
LIT0097,5.64,3746.6,20.5,19.4,10.2454,0.0027,0.0013,Literature_Brix_TDS_t14.5h
LIT0098,5.77,3273.3,20.9,15.6,7.7115,0.0007,0.003,Literature_Brix_TDS_t9.9h
LIT0099,5.69,4137.1,24.3,17.7,11.9722,0.0006,0.0029,Literature_Brix_TDS_t17.0h
LIT0100,5.8,2991.8,16.2,20.6,5.54,0.0026,0.0009,Literature_Brix_TDS_t4.2h
LIT0101,5.56,4974.6,19.8,16.2,16.475,0.0027,0.0015,Literature_Brix_TDS_t21.5h
LIT0102,5.74,3776.1,19.2,21.4,9.3564,0.0011,0.0026,Literature_Brix_TDS_t15.9h
LIT0103,5.79,3506.1,23.9,15.9,9.4419,0.0044,0.002,Literature_Brix_TDS_t13.3h
LIT0104,5.74,3274.4,21.7,13.6,9.0168,0.004,0.0019,Literature_Brix_TDS_t12.3h
LIT0105,5.65,3730.1,18.8,12.8,10.6208,0.0021,0.0031,Literature_Brix_TDS_t16.4h
LIT0106,5.7,4837.1,26.2,20.6,16.1863,0.0026,0.0009,Literature_Brix_TDS_t21.1h
LIT0107,5.6,4943.7,18.9,26.6,16.2961,0.0001,0.0039,Literature_Brix_TDS_t21.7h
LIT0108,5.76,3141.4,20.5,27.7,7.4024,0.0026,0.0019,Literature_Brix_TDS_t9.1h
LIT0109,5.75,3546.6,21.3,17.9,9.484,0.0006,0.0011,Literature_Brix_TDS_t14.4h
LIT0110,5.62,3955.1,17.4,17.2,9.9126,0.004,0.0015,Literature_Brix_TDS_t16.4h
LIT0111,5.76,3090.5,19.6,14.7,5.1365,0.0022,0.0039,Literature_Brix_TDS_t4.9h
LIT0112,5.69,3522.5,20.1,16.8,9.2529,0.0039,0.0037,Literature_Brix_TDS_t15.7h
LIT0113,5.54,5539.0,17.9,24.9,17.3796,0.0025,0.0008,Literature_Brix_TDS_t23.6h
LIT0114,5.61,4530.3,19.5,17.5,15.3954,0.0038,0.0025,Literature_Brix_TDS_t20.3h
LIT0115,5.69,3903.3,26.6,17.3,12.4269,0.0009,0.0038,Literature_Brix_TDS_t17.6h
LIT0116,5.82,3010.6,27.9,10.0,5.2831,0.0019,0.0021,Literature_Brix_TDS_t2.9h
LIT0117,5.87,3265.3,23.4,19.4,6.0814,0.0011,0.0011,Literature_Brix_TDS_t5.9h
LIT0118,5.61,5263.6,22.9,18.8,17.142,0.0024,0.002,Literature_Brix_TDS_t22.6h
LIT0119,5.89,3214.3,29.3,14.3,5.3974,0.0025,0.0012,Literature_Brix_TDS_t3.2h
LIT0120,5.8,3228.0,20.5,16.0,6.0887,0.0021,0.0019,Literature_Brix_TDS_t6.1h
LIT0121,5.74,3044.0,26.4,9.4,9.3089,0.0007,0.0037,Literature_Brix_TDS_t12.8h
LIT0122,5.74,3274.1,24.7,14.7,5.8957,0.0036,0.0012,Literature_Brix_TDS_t8.2h
LIT0123,5.62,5192.3,29.9,18.4,16.5059,0.0003,0.0021,Literature_Brix_TDS_t22.2h
LIT0124,5.83,3148.5,28.9,9.0,5.2881,0.0033,0.0021,Literature_Brix_TDS_t3.1h
LIT0125,5.71,3833.1,20.8,18.2,9.4638,0.0031,0.0035,Literature_Brix_TDS_t15.8h
LIT0126,5.82,3227.6,25.2,15.8,4.6293,0.0043,0.0018,Literature_Brix_TDS_t1.0h
LIT0127,5.71,4144.1,23.1,18.4,12.3324,0.0019,0.0028,Literature_Brix_TDS_t17.7h
LIT0128,5.76,3186.9,17.3,17.4,6.0175,0.0029,0.0028,Literature_Brix_TDS_t8.2h
LIT0129,5.82,3367.1,28.0,8.0,4.6271,0.003,0.001,Literature_Brix_TDS_t0.5h
LIT0130,5.8,3191.8,28.7,15.8,5.7076,0.0024,0.003,Literature_Brix_TDS_t6.6h
LIT0131,5.61,5437.1,20.5,24.4,16.5308,0.0018,0.0029,Literature_Brix_TDS_t22.9h
LIT0132,5.9,3192.9,22.2,15.4,4.8849,0.0038,0.0016,Literature_Brix_TDS_t0.6h
LIT0133,5.67,3445.9,19.4,14.2,9.5118,0.0042,0.0035,Literature_Brix_TDS_t13.1h
LIT0134,5.61,5605.5,22.7,14.3,17.2385,0.0011,0.0028,Literature_Brix_TDS_t23.5h
LIT0135,5.77,3166.6,19.1,12.5,5.9094,0.0039,0.0011,Literature_Brix_TDS_t6.9h
LIT0136,5.93,3252.4,17.9,11.3,4.6473,0.0005,0.0019,Literature_Brix_TDS_t0.2h
LIT0137,5.68,5816.4,24.7,17.6,17.6596,0.0044,0.0007,Literature_Brix_TDS_t24.0h
LIT0138,5.82,3166.0,25.3,8.0,5.5654,0.0037,0.0011,Literature_Brix_TDS_t3.3h
LIT0139,5.79,3209.2,25.1,12.8,7.4143,0.0045,0.0023,Literature_Brix_TDS_t10.2h
LIT0140,5.9,3288.3,22.5,15.2,5.4587,0.0002,0.0029,Literature_Brix_TDS_t2.3h
LIT0141,5.71,2961.3,21.8,18.2,6.6053,0.0034,0.0033,Literature_Brix_TDS_t8.5h
LIT0142,5.73,3301.8,17.3,14.5,8.7585,0.0024,0.0007,Literature_Brix_TDS_t11.8h
LIT0143,5.82,3094.2,16.5,11.3,5.1595,0.0037,0.0011,Literature_Brix_TDS_t1.3h
LIT0144,5.8,3048.6,27.5,18.7,4.7065,0.0018,0.0031,Literature_Brix_TDS_t3.5h
LIT0145,5.79,3112.1,22.5,8.0,5.7854,0.001,0.0012,Literature_Brix_TDS_t6.2h
LIT0146,5.64,4213.0,18.5,22.1,13.0407,0.0018,0.004,Literature_Brix_TDS_t18.0h
LIT0147,5.82,3242.6,28.3,19.0,5.2151,0.0039,0.0012,Literature_Brix_TDS_t3.3h
LIT0148,5.7,3103.2,23.9,10.3,5.5353,0.0037,0.003,Literature_Brix_TDS_t5.3h
LIT0149,5.73,3054.1,19.6,8.2,4.9525,0.0034,0.0034,Literature_Brix_TDS_t0.6h
LIT0150,5.73,3527.6,20.4,19.9,9.4194,0.003,0.0007,Literature_Brix_TDS_t13.5h
LIT0151,5.87,3161.7,18.4,11.4,4.5215,0.0021,0.0022,Literature_Brix_TDS_t0.0h
LIT0152,5.73,5529.3,18.7,15.8,17.2957,0.001,0.0008,Literature_Brix_TDS_t22.5h
LIT0153,5.79,3188.3,28.0,11.0,5.4508,0.0016,0.0007,Literature_Brix_TDS_t5.0h
LIT0154,5.73,3235.3,28.4,12.0,6.5368,0.0004,0.0009,Literature_Brix_TDS_t8.6h
LIT0155,5.9,3022.0,26.6,18.1,4.5586,0.0024,0.004,Literature_Brix_TDS_t2.8h
LIT0156,5.8,3274.2,24.1,14.6,5.3159,0.0008,0.0039,Literature_Brix_TDS_t1.1h
LIT0157,5.68,3337.6,17.8,18.3,9.0058,0.0009,0.0009,Literature_Brix_TDS_t12.0h
LIT0158,5.6,4958.0,22.0,19.2,15.6417,0.0042,0.0038,Literature_Brix_TDS_t20.8h
LIT0159,5.84,3285.9,22.5,16.3,6.5011,0.0025,0.0016,Literature_Brix_TDS_t9.4h
LIT0160,5.73,3323.6,26.1,15.2,6.2097,0.001,0.0025,Literature_Brix_TDS_t8.3h
LIT0161,5.7,4072.9,24.4,20.4,12.8924,0.0002,0.0038,Literature_Brix_TDS_t18.1h
LIT0162,5.75,3096.1,16.5,21.6,7.1953,0.0025,0.0006,Literature_Brix_TDS_t9.4h
LIT0163,5.71,3880.8,16.1,18.9,11.7745,0.0015,0.0036,Literature_Brix_TDS_t17.8h
LIT0164,5.73,3168.0,26.8,8.0,7.0036,0.0024,0.0039,Literature_Brix_TDS_t9.0h
LIT0165,5.55,5377.0,28.3,11.4,17.2222,0.0036,0.0022,Literature_Brix_TDS_t23.1h
LIT0166,5.78,3373.6,21.2,15.1,8.5181,0.0005,0.0033,Literature_Brix_TDS_t13.5h
LIT0167,5.75,4602.0,16.3,20.2,15.7071,0.0021,0.0029,Literature_Brix_TDS_t20.1h
LIT0168,5.72,3148.3,16.6,17.2,5.2939,0.0024,0.0013,Literature_Brix_TDS_t3.9h
LIT0169,5.75,2932.8,29.3,14.2,5.6786,0.0036,0.0039,Literature_Brix_TDS_t3.4h
LIT0170,5.82,3501.1,22.0,14.4,5.4725,0.0002,0.0024,Literature_Brix_TDS_t1.9h
LIT0171,5.56,5788.9,20.2,19.5,18.7116,0.0002,0.0038,Literature_Brix_TDS_t23.8h
LIT0172,5.67,4761.9,23.5,16.7,15.6856,0.0026,0.0019,Literature_Brix_TDS_t20.1h
LIT0173,5.79,3026.0,18.7,17.1,8.331,0.0043,0.0008,Literature_Brix_TDS_t10.7h
LIT0174,5.68,4583.2,27.8,12.5,16.3454,0.0006,0.0033,Literature_Brix_TDS_t20.8h
LIT0175,5.8,3472.0,25.9,8.0,9.3361,0.0021,0.0019,Literature_Brix_TDS_t13.1h
LIT0176,5.69,3283.8,26.9,11.2,6.5417,0.0042,0.0026,Literature_Brix_TDS_t8.7h
LIT0177,5.95,2964.9,19.1,11.6,5.2673,0.0042,0.0039,Literature_Brix_TDS_t0.8h
LIT0178,5.76,3104.6,18.7,16.7,5.5957,0.0041,0.0024,Literature_Brix_TDS_t5.7h
LIT0179,5.83,3627.7,28.1,22.1,9.9356,0.0016,0.0008,Literature_Brix_TDS_t15.0h
LIT0180,5.8,3248.8,26.8,13.0,6.0262,0.0008,0.0016,Literature_Brix_TDS_t5.4h
LIT0181,5.74,3858.5,26.1,20.2,9.6001,0.0042,0.0012,Literature_Brix_TDS_t15.7h
LIT0182,5.82,3196.2,22.1,8.0,4.7495,0.0022,0.0022,Literature_Brix_TDS_t2.6h
LIT0183,5.83,3039.2,24.9,16.5,7.718,0.0044,0.0021,Literature_Brix_TDS_t10.1h
LIT0184,5.66,4955.6,25.1,17.6,16.2437,0.0019,0.0027,Literature_Brix_TDS_t21.5h
LIT0185,5.66,4892.8,25.4,16.0,15.8752,0.0017,0.002,Literature_Brix_TDS_t20.5h
LIT0186,5.57,4256.5,19.0,11.4,14.8141,0.0006,0.0012,Literature_Brix_TDS_t19.5h
LIT0187,5.68,3657.6,17.6,11.2,8.9698,0.0007,0.0012,Literature_Brix_TDS_t15.0h
LIT0188,5.8,3126.4,25.9,11.1,6.0711,0.0016,0.0022,Literature_Brix_TDS_t7.0h
LIT0189,5.81,3081.8,23.7,8.9,5.5048,0.0003,0.0022,Literature_Brix_TDS_t3.5h
LIT0190,5.58,4370.7,27.5,15.8,13.4104,0.0016,0.0011,Literature_Brix_TDS_t18.8h
LIT0191,5.73,3008.1,20.4,16.3,8.5893,0.0006,0.002,Literature_Brix_TDS_t11.2h
LIT0192,5.79,2907.2,29.0,19.7,5.2098,0.0029,0.0035,Literature_Brix_TDS_t7.3h
LIT0193,5.59,5762.8,27.1,24.3,17.0201,0.0004,0.0006,Literature_Brix_TDS_t24.0h
LIT0194,5.75,3339.3,23.7,11.2,8.8057,0.0005,0.0013,Literature_Brix_TDS_t11.5h
LIT0195,5.74,4219.0,28.5,21.7,13.5786,0.0018,0.0014,Literature_Brix_TDS_t19.0h
LIT0196,5.65,3405.2,20.1,18.4,9.555,0.0009,0.0007,Literature_Brix_TDS_t14.6h
LIT0197,5.57,5239.4,18.7,22.7,17.1115,0.0037,0.0014,Literature_Brix_TDS_t22.8h
LIT0198,5.55,5025.6,19.3,16.8,16.7483,0.0043,0.0014,Literature_Brix_TDS_t21.9h
LIT0199,5.73,3219.0,26.8,15.4,7.1837,0.0038,0.0012,Literature_Brix_TDS_t10.3h
LIT0200,5.87,2933.0,18.9,11.4,5.373,0.0036,0.0008,Literature_Brix_TDS_t0.1h
LIT0201,5.81,2893.0,18.7,13.3,6.5469,0.0022,0.0035,Literature_Brix_TDS_t9.5h
LIT0202,5.72,3772.1,21.6,18.1,9.5982,0.0011,0.0031,Literature_Brix_TDS_t15.4h
LIT0203,5.58,4321.0,18.6,23.5,13.2974,0.0013,0.0033,Literature_Brix_TDS_t18.1h
LIT0204,5.61,5113.9,19.6,19.6,16.4797,0.0042,0.0019,Literature_Brix_TDS_t21.8h
LIT0205,5.75,3171.5,18.3,14.0,5.0521,0.0035,0.0012,Literature_Brix_TDS_t5.4h
LIT0206,5.72,4874.4,16.7,23.7,17.1572,0.0014,0.0027,Literature_Brix_TDS_t22.0h
LIT0207,5.73,4225.8,26.2,22.0,13.0729,0.0039,0.0023,Literature_Brix_TDS_t18.2h
LIT0208,5.7,3838.3,19.3,18.2,12.7535,0.0023,0.0025,Literature_Brix_TDS_t17.9h
LIT0209,5.83,3113.3,26.3,13.6,6.8689,0.0024,0.0012,Literature_Brix_TDS_t9.5h
LIT0210,5.66,4430.2,29.8,14.0,13.6267,0.0029,0.0022,Literature_Brix_TDS_t19.1h
LIT0211,5.6,5722.6,20.0,17.1,17.5558,0.0017,0.0039,Literature_Brix_TDS_t23.7h
LIT0212,5.53,4864.2,24.5,20.5,16.4105,0.0037,0.0006,Literature_Brix_TDS_t21.2h
LIT0213,5.87,3069.4,16.8,16.3,5.3016,0.0039,0.0006,Literature_Brix_TDS_t5.3h
LIT0214,5.66,3111.5,28.1,13.0,7.4414,0.001,0.0024,Literature_Brix_TDS_t9.5h
LIT0215,5.67,4064.4,29.4,16.3,14.547,0.0029,0.0031,Literature_Brix_TDS_t18.7h
LIT0216,5.73,3340.4,18.8,15.6,9.8557,0.0037,0.0017,Literature_Brix_TDS_t12.8h
LIT0217,5.71,3414.3,28.9,14.5,9.432,0.0008,0.0012,Literature_Brix_TDS_t13.9h
LIT0218,5.94,3093.5,17.0,13.1,4.7808,0.0037,0.0025,Literature_Brix_TDS_t2.2h
LIT0219,5.65,4241.6,23.3,12.4,13.5689,0.002,0.0017,Literature_Brix_TDS_t18.6h
LIT0220,5.74,3162.8,18.1,21.7,8.3514,0.0038,0.0017,Literature_Brix_TDS_t11.2h
LIT0221,5.7,3812.2,20.3,21.1,10.3685,0.0031,0.0037,Literature_Brix_TDS_t16.5h
LIT0222,5.81,3243.4,24.7,23.4,5.6871,0.0028,0.001,Literature_Brix_TDS_t7.1h
LIT0223,5.61,3837.3,22.3,17.0,10.6147,0.0004,0.0013,Literature_Brix_TDS_t16.6h
LIT0224,5.74,3175.0,22.6,22.4,8.9207,0.0028,0.0037,Literature_Brix_TDS_t10.6h
LIT0225,5.81,3155.6,17.0,16.3,8.9264,0.0022,0.0037,Literature_Brix_TDS_t11.8h
LIT0226,5.63,3425.3,18.5,20.0,9.3076,0.0004,0.0005,Literature_Brix_TDS_t11.8h
LIT0227,5.72,2996.1,24.0,14.9,7.6698,0.0042,0.0011,Literature_Brix_TDS_t10.4h
LIT0228,5.67,3643.4,26.6,9.3,9.9147,0.0041,0.0023,Literature_Brix_TDS_t15.0h
LIT0229,5.54,3941.3,20.0,18.0,13.2873,0.0012,0.0025,Literature_Brix_TDS_t18.1h
LIT0230,5.59,5807.6,28.0,23.0,18.2293,0.0009,0.0023,Literature_Brix_TDS_t23.8h
LIT0231,5.74,4601.2,29.8,17.8,15.7195,0.0036,0.0014,Literature_Brix_TDS_t20.0h
LIT0232,5.78,3173.2,24.9,13.5,6.1077,0.0034,0.0017,Literature_Brix_TDS_t7.7h
LIT0233,5.68,3206.3,22.2,8.0,5.9959,0.0034,0.0024,Literature_Brix_TDS_t7.9h
LIT0234,5.86,3116.7,19.9,14.9,5.295,0.0002,0.0025,Literature_Brix_TDS_t0.5h
LIT0235,5.76,3240.7,22.2,8.0,5.4305,0.0003,0.0033,Literature_Brix_TDS_t0.5h
LIT0236,5.67,4940.7,23.7,20.1,16.4508,0.0009,0.0028,Literature_Brix_TDS_t21.4h
LIT0237,5.56,3916.5,20.2,25.0,11.5009,0.0016,0.0013,Literature_Brix_TDS_t17.4h
LIT0238,5.84,3131.4,22.1,13.4,5.6356,0.0027,0.0032,Literature_Brix_TDS_t1.1h
LIT0239,5.6,4527.1,24.4,9.9,14.9372,0.0002,0.0013,Literature_Brix_TDS_t19.5h
LIT0240,5.67,3191.9,29.0,19.9,8.3467,0.0042,0.0006,Literature_Brix_TDS_t10.9h
LIT0241,5.63,5218.6,29.6,21.1,16.4681,0.0044,0.0024,Literature_Brix_TDS_t22.2h
LIT0242,5.65,3319.4,21.8,16.7,4.5,0.0007,0.0031,Literature_Brix_TDS_t1.9h
LIT0243,5.9,2946.9,23.1,8.0,5.5845,0.0044,0.0031,Literature_Brix_TDS_t1.8h
LIT0244,5.73,2936.5,29.2,20.1,6.8981,0.001,0.0035,Literature_Brix_TDS_t8.9h
LIT0245,5.71,3072.6,29.0,15.4,6.4009,0.0031,0.004,Literature_Brix_TDS_t9.1h
LIT0246,5.76,3064.6,17.0,21.2,4.8208,0.0034,0.0015,Literature_Brix_TDS_t3.6h
LIT0247,5.7,3127.9,22.2,9.9,5.802,0.0029,0.0009,Literature_Brix_TDS_t8.0h
LIT0248,5.61,4871.2,25.6,21.0,16.0522,0.0013,0.001,Literature_Brix_TDS_t21.2h
LIT0249,5.72,3201.0,16.4,22.3,8.2182,0.0017,0.0028,Literature_Brix_TDS_t10.6h
